id,value,color
Organisms,
Organisms.Arabidopsis,18000,#B8B08D
Organisms.a,
Organisms.a.Yeast,18000,#C1F7DC
Organisms.a.b,
Organisms.a.b.c,
Organisms.a.b.c.d,
Organisms.a.b.c.d.Zebrafish,18000,#F2D492
Organisms.a.b.c.d.Spotted_Gar,18000,#F2D492
Organisms.a.b.c.e,
Organisms.a.b.c.e.Chicken,18000,#489FB5
Organisms.a.b.c.e.f,
Organisms.a.b.c.e.f.Cow,18000,#82C0CC
Organisms.a.b.c.e.f.g,
Organisms.a.b.c.e.f.g.h,
Organisms.a.b.c.e.f.g.h.l,
Organisms.a.b.c.e.f.g.h.l.Monkey,18000,#C4AEAD
Organisms.a.b.c.e.f.g.h.l.k,
Organisms.a.b.c.e.f.g.h.l.k.Human,18000,#FFA500
Organisms.a.b.c.e.f.g.h.l.k.Chimp,18000,#FFA500
Organisms.a.b.c.e.f.g.h.Mouse,18000,#E8DB7D 
Organisms.a.b.c.e.f.g.h.Rat,18000,#E8DB7D
Organisms.a.b.i,
Organisms.a.b.i.Seahare,18000,#B5D99C
Organisms.a.b.i.j,
Organisms.a.b.i.j.C_elegans,18000,#F5F7DC
Organisms.a.b.i.j.Drosophila_melanogaster,18000,#F5F7DC
